,Year,Type,Country,Activity,sex,Injury,Fatal
3477,1968,Unprovoked,PAPUA NEW GUINEA,Swimming,MALE,FATAL Laceration to chest,YES
3478,1968,Provoked,AUSTRALIA,UNKNOWN,MALE,Foot lacerated Recorded as PROVOKED INCIDENT,NO
3479,1968,Unprovoked,SOUTH AFRICA,Wading & pushing dinghy toward  the shallows,MALE,Left thigh lacerated,NO
3480,1968,Unprovoked,USA,Surfing,MALE,Foot lacerated,NO
3481,1968,Invalid,USA,Treading water,MALE,No injury,UNKNOWN
3483,1968,Unprovoked,AUSTRALIA,Swimming,FEMALE,Thigh lacerated,NO
3484,1968,Provoked,NEW ZEALAND,Picking up shark by the tail,FEMALE,Wrist bitten PROVOKED INCIDENT,NO
3485,1968,Unprovoked,AUSTRALIA,Spearfishing,MALE,"No injury, speargun bitten",NO
3486,1968,Unprovoked,AUSTRALIA,UNKNOWN,UNKNOWN,Survived,NO
3487,1968,Unprovoked,MOZAMBIQUE,Diving,UNKNOWN,No injury,NO
3488,1968,Unprovoked,PAPUA NEW GUINEA,Swimming,UNKNOWN,FATAL,YES
3489,1968,Unprovoked,COSTA RICA,Swimming after his canoe capsized,MALE,FATAL,YES
3490,1968,Invalid,USA,Diving,UNKNOWN,"Recovered, said to involve a 1m nurse shark",UNKNOWN
3492,1967,Unprovoked,SOUTH AFRICA,Surfing,MALE,Right ankle & foot bitten,NO
3493,1967,Invalid,PAPUA NEW GUINEA,Spearfishing,MALE,No injury,UNKNOWN
3494,1967,Unprovoked,FIJI,UNKNOWN,MALE,Arm lacerated,NO
3495,1967,Unprovoked,AUSTRALIA,Swimming,MALE,"FATAL, presumed taken by a shark, body not recovered",YES
3496,1967,Provoked,USA,UNKNOWN,MALE,"Head, shoulder, arm lacerated. Recorded as PROVOKED INCIDENT",NO
3497,1967,Provoked,AUSTRALIA,Freediving,MALE,Recorded as PROVOKED INCIDENT,NO
3498,1967,Unprovoked,AUSTRALIA,UNKNOWN,MALE,Arm lacerated,NO
3499,1967,Provoked,FIJI,Freediving,MALE,Hand lacerated by speared shark PROVOKED INCIDENT,NO
3500,1967,Sea Disaster,PHILIPPINES,Sinking of the M/V Mindoro during a typhoon,UNKNOWN,Passengers taken by sharks,YES
3501,1967,Invalid,SOUTH AFRICA,UNKNOWN,FEMALE,"Bones and brightly colored bangles recovered  3.35 m, 145.5-kg tiger sharks gut ",UNKNOWN
3502,1967,Unprovoked,MEXICO,Swimming,UNKNOWN,FATAL,YES
3503,1967,Unprovoked,USA,Standing on sandbar,MALE,Left foot bitten,NO
3504,1967,Unprovoked,TONGA,Swimming,MALE,Arm & leg bitten,NO
3505,1967,Invalid,USA,Boat capsized between O'ahu & Molokai,MALE,Remains found in a 3.4 m (11') tiger shark. Probable drowning & scavenging,UNKNOWN
3506,1967,Provoked,ITALY,Scuba diving,MALE,"Diver shot the shark, then it injured his arm and broke his leg with its tail.  PROVOKED INCIDENT",UNKNOWN
3507,1967,Provoked,PAPUA NEW GUINEA,Diving,UNKNOWN,"No details, listed as PROVOKED INCIDENT",UNKNOWN
3508,1967,Unprovoked,USA,Spearfishing,UNKNOWN,Survived,NO
3509,1967,Unprovoked,PAPUA NEW GUINEA,Spearfishing,MALE,FATAL,YES
3511,1967,Provoked,USA,Pulling shark from the water,MALE,Nipped on shoulder by captive shark PROVOKED INCIDENT,NO
3512,1967,Unprovoked,JAPAN,UNKNOWN,MALE,FATAL,YES
3513,1967,Unprovoked,ITALY,Spearfishing on Scuba,MALE,Minor injuries to face & forearm,NO
3514,1967,Unprovoked,AUSTRALIA,"Spearfishing, dived to pick up a float line",MALE,"FATAL, ""bitten in two""",YES
3515,1967,Unprovoked,BERMUDA,Floating,FEMALE,Right foot abraded & lacerated,NO
3516,1967,Unprovoked,COLUMBIA,UNKNOWN,MALE,3 fingers were bitten by a shark,NO
3517,1967,Invalid,AUSTRALIA,Anti-sabotage night dive exercise alongside destroyer (Scuba diving),MALE,"Disappeared, no trace of men or equipment, shark attack considered",UNKNOWN
3518,1967,Unprovoked,USA,Spearfishing,MALE,Shark grasped thigh,NO
3519,1967,Unprovoked,BAHAMAS,Photographing sharks underwater using Scuba,MALE,"No injury, shark struck camera",NO
3520,1967,Unprovoked,SENEGAL,Beach seine netting,MALE,Ankle bitten,NO
3521,1967,Unprovoked,USA,Snorkeling,MALE,Foot lacerated,NO
3522,1967,Unprovoked,TURKEY,Spearfishing,MALE,FATAL,YES
3523,1967,Invalid,USA,Surfing,MALE,Incident not confirmed,UNKNOWN
3524,1967,Provoked,USA,Spearfishing,MALE,"After shark was speared & hit on head, it bit the divers foot  PROVOKED INCIDENT",NO
3525,1967,Provoked,ITALY,Fishing boat,MALE,"No injury to occupants,  harpooned shark sank boat PROVOKED INCIDENT",NO
3526,1967,Provoked,AUSTRALIA,UNKNOWN,MALE,Thigh abraded & lacerated Recorded as PROVOKED INCIDENT,NO
3527,1967,Provoked,AUSTRALIA,Feeding a shark,MALE,Recorded as PROVOKED INCIDENT,NO
3528,1967,Provoked,UNITED KINGDOM,Fishing,MALE,Tooth knocked out by hooked shark PROVOKED INCIDENT,NO
3529,1967,Provoked,NEW ZEALAND,Freediving,MALE,Abrasions to lower leg Recorded as PROVOKED INCIDENT,NO
3530,1967,Unprovoked,SOUTH AFRICA,Spearfishing,MALE,"Punctures in right buttock & thigh, abrasion on right forearm",NO
3531,1967,Provoked,AUSTRALIA,Spearfishing,MALE,Speared shark lacerated his arm PROVOKED INCIDENT,NO
3532,1967,Invalid,AUSTRALIA,Vehicle plunged over cliff into the water,UNKNOWN,"Fatal or scavenging by ""a pack of sharks""",UNKNOWN
3533,1967,Unprovoked,NEW ZEALAND,Lifesaving drill,MALE,"FATAL, seen taken by a shark ",YES
3534,1967,Unprovoked,PAPUA NEW GUINEA,UNKNOWN,MALE,Leg bitten,NO
3535,1967,Sea Disaster,MEXICO,The shrimper Loless Maurine capsized in heavy seas & the men were swimming ashore  ,MALE,FATAL,YES
3536,1967,Boat,SOUTH AFRICA,Fishing for rock lobster,UNKNOWN,"Holed & sank boat, 1 man flung into water but ignored by the shark",NO
3537,1967,Provoked,SOUTH AFRICA,Spearfishing Competition,MALE,"No injury, shark bit support boat, removing pieces of wood after Gerricke shot it  PROVOKED INCIDENT",NO
3538,1967,Unprovoked,MOZAMBIQUE,Swimming in the channel,MALE,Right leg severely lacerated,NO
3539,1967,Provoked,AUSTRALIA,Splashing,MALE,Foot bitten when he kicked shark PROVOKED INCIDENT,NO
3540,1966,Unprovoked,AUSTRALIA,Fishing,MALE,"6"" laceration to left forearm ",NO
3541,1966,Provoked,AUSTRALIA,Spearfishing,MALE,The shark bit the diver's leg after he shot it  PROVOKED INCIDENT,NO
3542,1966,Unprovoked,AUSTRALIA,Spearfishing,MALE,Right hand lacerated,NO
3543,1966,Unprovoked,SINGAPORE,Wading,MALE,Thigh bitten,NO
3544,1966,Unprovoked,AUSTRALIA,Spearfishing,MALE,Right leg bitten,NO
3545,1966,Unprovoked,THAILAND,UNKNOWN,UNKNOWN,No details,UNKNOWN
3546,1966,Unprovoked,PAPUA NEW GUINEA,A father bathing his smallest daughter when the shark bumped her out of his arms and carried her into deep water,FEMALE,FATAL,YES
3547,1966,Unprovoked,PAPUA NEW GUINEA,Swimming,FEMALE,FATAL,YES
3548,1966,Unprovoked,PAPUA NEW GUINEA,Bathing,FEMALE,FATAL,YES
3549,1966,Unprovoked,AUSTRALIA,"Free diving, carrying speargun",MALE,Shoulder lacerated,NO
3550,1966,Provoked,USA,Fishing,MALE,Left elbow or hand bitten PROVOKED INCIDENT,NO
3551,1966,Invalid,AUSTRALIA,Spearfishing,MALE," The 2.9 m [9.5'] shark never made contact with him. No attack, no injury.",UNKNOWN
3552,1966,Provoked,AUSTRALIA,Spearfishing,MALE,Involved a speared shark but no other details PROVOKED INCIDENT,UNKNOWN
3553,1966,Unprovoked,AUSTRALIA,Spearfishing,MALE,No injury,NO
3554,1966,Provoked,USA,Hunting crayfish ,MALE,Abdomen abraded when he seized shark PROVOKED INCIDENT,NO
3555,1966,Invalid,BAHAMAS,Diving / UW photography,MALE,"2.4 to 3 m [8' to 10'] oceanic whitetip shark  buzzed him. No attack, no injury",UNKNOWN
3556,1966,Boat,AUSTRALIA,UNKNOWN,MALE,"No injury to occupant. Shark struck vessel, jamming centreboard",NO
3557,1966,Invalid,SOUTH AFRICA,Netting sharks,MALE,"No attack, no injury to occupant: a 400-lb grey shark bit nets in the water ",UNKNOWN
3558,1966,Unprovoked,BAHAMAS,Snorkeling,FEMALE,"Survived, no details",NO
3559,1966,Unprovoked,NEW BRITAIN,Swimming,FEMALE,FATAL,YES
3560,1966,Unprovoked,NEW BRITAIN,Diving into water,FEMALE,FATAL,YES
3561,1966,Unprovoked,CROATIA,Swimming,MALE,FATAL,YES
3562,1966,Unprovoked,TAIWAN,Lobster diving using Scuba,MALE,"No injury, but shark struck his calf",NO
3563,1966,Unprovoked,ITALY,Attacked shark with fists,MALE,Arm lacerated,NO
3564,1966,Invalid,USA,Spearfishing on Scuba,MALE,"No attack, no injury, shark took speared fish & approached diver closely ",UNKNOWN
3565,1966,Unprovoked,USA,Wading,MALE,"No injury, mother lifted him from the water",NO
3566,1966,Unprovoked,USA,Diving for sand dollars,MALE,Dorsum of right foot grazed,NO
3567,1966,Provoked,USA,Killing a shark,MALE,"Arm bitten, PROVOKED INCIDENT",NO
3568,1966,Unprovoked,USA,Fishing,MALE,Lacerations to right foot,NO
3569,1966,Unprovoked,TAIWAN,Swimming,MALE,"FATAL, left leg severed",YES
3571,1966,Invalid,USA,Free diving,MALE,No injury. A 1.1 m [3.5'] blacktip shark shark made a threat display & bit gig,UNKNOWN
3572,1966,Boat,CARIBBEAN SEA,UNKNOWN,UNKNOWN,"No injury to occupants, sharks bit chunks from boat",NO
3573,1966,Provoked,USA,Clamming,MALE,3 lacerations on  right leg by speared fish PROVOKED INCIDENT,NO
3574,1966,Provoked,USA,Fishing,MALE,Hand & forearm bitten by hooked shark PROVOKED INCIDENT,NO
3575,1966,Unprovoked,USA,Swimming,MALE,Punctures on  thigh & buttock,NO
3576,1966,Provoked,FRENCH POLYNESIA,Fishing,MALE,Arm lacerated by netted shark PROVOKED INCIDENT,NO
3577,1966,Sea Disaster,AUSTRALIA,Sinking of the dredge World Atlas,MALE,FATAL,YES
3578,1966,Unprovoked,AUSTRALIA,Fishing,MALE,Foot bitten,NO
3579,1966,Sea Disaster,AUSTRALIA,Shipwreck,MALE,"FATAL, other human remains bitten by sharks, 13 people missing",YES
3580,1966,Invalid,USA,Spearfishing / Scuba diving,MALE,"White shark, 3.7 m [12']  made threat display. No injury, no attack",UNKNOWN
3581,1966,Sea Disaster,PHILIPPINES,The passenger ship Pioneer Cebu  capsized & sank in Typhoon Irma,MALE,130 perished; 136 survived  including a man whose foot was severed by a shark,YES
3582,1966,Unprovoked,USA,Swimming,MALE,Foot lacerated,NO
3583,1966,Sea Disaster,AUSTRALIA,Overturned skiff,MALE,Survived,NO
3584,1966,Provoked,AUSTRALIA,Fishing (big game),UNKNOWN,"No injury to occupants, hooked shark rammed boat, PROVOKED INCIDENT",NO
3585,1966,Sea Disaster,SUDAN,"The World Liberty and the tanker Mosli collided. The  Halcyon Breeze sent a lifeboat to the rescue, but it was smashed, throwing 6 men in the  water.",MALE,FATAL,YES
3586,1966,Unprovoked,AUSTRALIA,Treading water,MALE,"Left leg & lower right leg bitten, taken ashore with shark still grasping his leg",NO
3587,1966,Provoked,SOUTH AFRICA,Helping men land a shark,MALE,Left leg lacerated by hooked shark  PROVOKED INCIDENT,NO
3588,1966,Sea Disaster,INDONESIA,wreck of the State Oil Company ship Permina,UNKNOWN,Sharks said to have killed some of the 80 people lost,YES
3589,1966,Unprovoked,USA,Free diving / spearfishing (resting on the surface),MALE,"Hand, arm & thigh bitten",NO
3590,1966,Unprovoked,AUSTRALIA,Spearfishing,MALE,Buttocks bitten,NO
3591,1966,Sea Disaster,COLUMBIA,Colombian  (Avianca) DC-4 airliner plunged into the sea 5 minutes after takeoff,UNKNOWN,"10 survived, 51 perished. ",YES
3592,1966,Unprovoked,SOUTH AFRICA,Standing,MALE,Right calf lacerated,NO
3593,1966,Unprovoked,AUSTRALIA,Jumped into the water,MALE,"Lower leg nipped, arm bruised when he landed in boat",NO
3594,1966,Unprovoked,SOUTH AFRICA,Body surfing,MALE,Lower legs bitten,NO
3595,1966,Unprovoked,NEW ZEALAND,Body surfing ,FEMALE,"FATAL, left leg bitten thigh to calf  ",YES
3596,1966,Unprovoked,USA,Swimming,MALE,Thigh gashed,NO
3597,1966,Invalid,USA,Walking,FEMALE,Minor lacerations & abrasions to lower leg. ,UNKNOWN
3598,1965,Unprovoked,AUSTRALIA,"Spearfishing, but standing in knee-deep water",MALE,Thigh & swim fin bitten,NO
3599,1965,Unprovoked,JOHNSTON ISLAND,Freediving,MALE,No injury,NO
3600,1965,Boat,AUSTRALIA,Fishing,UNKNOWN,No injury to occupants. Shark  gouged planks of boat,NO
3601,1965,Provoked,AUSTRALIA,Fishing from 34' boat when pulled overboard by hooked shark,MALE,FATAL PROVOKED INCIDENT,YES
3602,1965,Unprovoked,PACIFIC OCEAN ,"Hauling dead shark aboard, when another shark leapt out of the water & bit him",MALE,"Left forearm bitten, surgically amputated",NO
3603,1965,Invalid,PANAMA,Argentine Air Force C-54,UNKNOWN,2 life preservers had been bitten by sharks,UNKNOWN
3604,1965,Unprovoked,AUSTRALIA,Surfing,MALE,Puncture wounds to right thigh,NO
3605,1965,Unprovoked,UNKNOWN,The boat Caribou II sank,MALE,Survived,NO
3606,1965,Unprovoked,BAHAMAS,Sunbathing on beach when he saw child being attacked by the shark,MALE,Right arm & right leg bitten,NO
3607,1965,Unprovoked,BAHAMAS,Playing in the water,FEMALE,FATAL,YES
3608,1965,Unprovoked,NEW BRITAIN,"Spearfishing, shot a turtle",MALE,FATAL,YES
3609,1965,Unprovoked,PAPUA NEW GUINEA,Wading,MALE,Toe severed,NO
3610,1965,Provoked,PAPUA NEW GUINEA,Spearing fish,MALE,"Minor injury, speared shark lacerated his kneecap & leg PROVOKED INCIDENT",NO
3611,1965,Provoked,PAPUA NEW GUINEA,Fishing (rod & line),MALE,Leg & hand bitten by shark that had been speared by another fisherman PROVOKED INCIDENT,NO
3612,1965,Unprovoked,MEXICO,UNKNOWN,MALE,Leg & arm bitten,NO
3613,1965,Invalid,PHILIPPINES,"Arsinoe, a French tanker",MALE,"One man was lost, but he may have drowned",UNKNOWN
3614,1965,Unprovoked,USA,Swimming,MALE,Right thigh lacerated,NO
3615,1965,Provoked,BAHAMAS,Attempting to anesthetize shark,MALE,Chest bitten PROVOKED INCIDENT,NO
3616,1965,Unprovoked,MEXICO,Bathing,MALE,"FATAL, both legs severed ",YES
3617,1965,Boat,BERMUDA,UNKNOWN,UNKNOWN,"No injury to occupant, shark bit boat",NO
3618,1965,Invalid,USA,Wading,MALE,Parallel lacerations on right calf. Thought to be a barracuda bite ,UNKNOWN
3619,1965,Invalid,USA,"Diving, retrieving film package from Titan 3C rocket",MALE,"No injury, chased by 4.6 m [15'] oceanic whitetip sharks",UNKNOWN
3620,1965,Unprovoked,MEXICO,Swimming,MALE,"Right forearm severed, right leg bitten and surgically amputated",NO
3621,1965,Unprovoked,PAPUA NEW GUINEA,Spearfishing,MALE,Minor injury,NO
3622,1965,Unprovoked,SOUTH PACIFIC OCEAN,Treading water,MALE,"FATAL, body not recovered",YES
3623,1965,Unprovoked,MEXICO,Swimming,MALE,"FATAL, left leg & right arm severed ",YES
3624,1965,Unprovoked,MEXICO,Swimming,MALE,"FATAL, left arm & right leg severed ",YES
3625,1965,Unprovoked,EGYPT,Standing,MALE,Leg bitten,NO
3626,1965,Unprovoked,JAMAICA,Diving,MALE,Minor injury,NO
3627,1965,Unprovoked,MEXICO,Swimming,MALE,"Right arm severed, right leg bitten, not known if he survived",NO
3628,1965,Unprovoked,USA,UNKNOWN,MALE,"Thighs abraded, puncture wounds in dorsal surface of left hand",NO
3629,1965,Invalid,USA,Surfing,MALE,Drowned & his body was not recovered. Sharks seen in area later that day but no shark involvement in surfer's death,UNKNOWN
3630,1965,Unprovoked,USA,Spearfishing,MALE,Left hand severely lacerated,NO
3631,1965,Unprovoked,PALAU,Walking on reef,MALE,Right leg bitten,NO
3632,1965,Unprovoked,USA,Paddling on surfboard,MALE,Left hand punctured & lacerated,NO
3633,1965,Invalid,USA,Aircraft exploded,MALE,"All 16 onboard perished, recovery efforts hampered by sharks",UNKNOWN
3634,1965,Unprovoked,USA,Free diving,MALE,Survived,NO
3635,1965,Unprovoked,SOUTH AFRICA,Treading water,MALE,"Abdomen, buttock, thigh, arm & hand bitten",NO
3636,1965,Unprovoked,USA,Scuba diving,MALE,Punctures on left thigh,NO
3637,1965,Invalid,USA,Motor boat Rebel Belle lost,MALE,"Puncture marks on chest may have been post mortem, 4 other bodies in area were undamaged",UNKNOWN
3638,1965,Unprovoked,SOUTH AFRICA,Paddling rescue ski,MALE,"No injury, ski bitten",NO
3639,1965,Unprovoked,SOUTH AFRICA,Body surfing,MALE,Right thigh punctured,NO
3640,1965,Unprovoked,AUSTRALIA,Swimming,MALE,Thigh gashed,NO
3641,1965,Unprovoked,NEW GUINEA,Free diving,MALE,FATAL,YES
3642,1965,Unprovoked,USA,Dangling feet in the water,MALE,Foot bitten,NO
3643,1965,Provoked,USA,Surfing,MALE,Puncture wounds to foot when he stepped on a shark    PROVOKED INCIDENT,NO
3644,1965,Provoked,USA,Collecting marine specimens,MALE,"No injury, shark tore his wetsuit after he grabbed it by the tail  PROVOKED INCIDENT",NO
3645,1965,Unprovoked,RED SEA,Standing in waist-deep water,MALE,Leg bitten three times,NO
3646,1965,Unprovoked,EGYPT,"Spearfishing, but standing in the water",MALE,Ankle and thigh bitten; shark made three strikes,NO
3647,1965,Unprovoked,VANUATU,UNKNOWN,MALE,FATAL. Said to have been killed by sorcerers that turned themselves into sharks. The alleged sorcerers were taken into custody by authorities but released  due to lack of evidence. ,YES
3648,1965,Invalid,SOUTH AFRICA,Bather,UNKNOWN,No details,UNKNOWN
3649,1964,Unprovoked,SOUTH AFRICA,Swimming,MALE,"Hand, ankle & calf lacerated",NO
3650,1964,Unprovoked,PAPUA NEW GUINEA,UNKNOWN,MALE,Thigh severely lacerated,NO
3651,1964,Boat,AUSTRALIA,Fishing,UNKNOWN,"No injury to occupants, shark rammed boat, bit planks & sheared off copper rivet at stern of boat",NO
3652,1964,Unprovoked,PAPUA NEW GUINEA,"Canoe swamped, swimming back to canoe",MALE,Survived,NO
3653,1964,Unprovoked,KENYA,Fishing with hand line tied to wrist & was pulled into the water,MALE,FATAL,YES
3654,1964,Unprovoked,AUSTRALIA,Free diving with seals,MALE,Left leg severed,NO
3655,1964,Unprovoked,AUSTRALIA,Swimming out to rescue swimmers in difficulty,MALE,FATAL,YES
3656,1964,Provoked,AUSTRALIA,"Filming underwater, carrying powerhead",MALE,"Shark made threat display, then diver hit it with powerhead PROVOKED INCIDENT",NO
3657,1964,Boat,USA,Longline fishing,UNKNOWN,"No injury to occupant, shark bit propeller of outboard motor",NO
3658,1964,Provoked,SOUTH AFRICA,Surf fishing,MALE,Right leg bitten  while attempting to gaff hooked shark PROVOKED INCIDENT,NO
3659,1964,Invalid,USA,Boat Miss Becky  sank 12 miles from shore,UNKNOWN,"No injury to occupants, drove sharks away with paddles",UNKNOWN
3660,1964,Unprovoked,AUSTRALIA,"Surfing, but swimming to his board",MALE,Abrasions & 11 teethmarks on right lower leg,NO
3661,1964,Invalid,UNKNOWN,Spearfishing,MALE,"Disappeared, probable drowning but sharks in area led to speculation that he was taken by a shark",UNKNOWN
3662,1964,Unprovoked,TAIWAN,Swimming,MALE,FATAL,YES
3663,1964,Unprovoked,TAIWAN,Swimming,MALE,Right thigh &  elbow bitten,NO
3664,1964,Unprovoked,USA,Swimming,MALE,Bruised & abraded ankle,NO
3665,1964,Unprovoked,MEXICO,Floating on his back in an inner tube,MALE,Right thigh bitten,NO
3666,1964,Invalid,USA,Spearfishing / free diving,MALE,3 m to 3.7 m [10' to 12']  great hammerhead shark shark only made a threat display. No injury,UNKNOWN
3667,1964,Unprovoked,USA,Swimming,MALE,"No injury,  bumped repeatedly",NO
3668,1964,Unprovoked,USA,Spearfishing using scuba,MALE,"No injury, shark hit scuba tank",NO
3669,1964,Unprovoked,JAPAN,Swimming,MALE,"Leg bitten, surgically amputated",NO
3670,1964,Unprovoked,PANAMA,Free diving / Spearfishingat edge of reef,MALE,Foot lacerated,NO
3671,1964,Provoked,USA,UNKNOWN,MALE,Arm lacerated by speared shark PROVOKED INCIDENT,NO
3672,1964,Unprovoked,SOUTH AFRICA,Searching for remains of  Dr. Marais,MALE,"No injury, shark charged & impaled itself on spear",NO
3673,1964,Invalid,USA,"Yacht Gooney Bird foundered, 4 survivors on raft",UNKNOWN,"No injury, no attack; sharks ate their food tied to a line over the side of the raft",UNKNOWN
3674,1964,Invalid,SOUTH AFRICA,Spearfishing ,MALE,FATAL,YES
3675,1964,Provoked,USA,Tagging sharks,MALE,"No injury to occupant, hooked shark rammed & bit boat PROVOKED INCIDENT",NO
3676,1964,Unprovoked,PAPUA NEW GUINEA,Standing / fishing,MALE,"FATAL, leg severed ",YES
3677,1964,Boat,PAPUA NEW GUINEA,canoeing,UNKNOWN,"No injury to occupant, canoe struck several times by shark ",NO
3678,1964,Sea Disaster,BERMUDA,Conducting a promotional film project for the Gemini space program (a practice astronaut recovery),UNKNOWN,"7 rescued, 7 bodies recovered, 10 missing. Many sharks in crash area.",YES
3679,1964,Invalid,USA,Attempting to swim across the Atlantic Ocean,FEMALE,"Disappeared, probable drowning but sharks in area led to speculation that she was taken by a shark",UNKNOWN
3680,1964,Boat,USA,Fishing,UNKNOWN,"No injury to occupants, shark crashed through windshield of boat",NO
3681,1964,Boat,PAPUA NEW GUINEA,Fishing,MALE,"No injury to occupant, shark lifted canoe's outrigger",NO
3682,1964,Unprovoked,FIJI,Spearfishing,MALE,Buttocks bitten,NO
3683,1964,Invalid,SOUTH AFRICA,Swimming,MALE,"Skeletonized, except for head & feet. Possibly a drowning / scavenging",UNKNOWN
3684,1964,Unprovoked,PANAMA,Standing,MALE,No injury,NO
3685,1964,Unprovoked,FIJI,Spearfishing,MALE,"FATAL, buttocks, lower abdomen & genitalia removed  ",YES
3686,1964,Unprovoked,PANAMA,Skin diving,MALE,"FATAL, torso / abdomen severely bitten  ",YES
3687,1964,Unprovoked,PAPUA NEW GUINEA,Fishing,MALE,FATAL,YES
3688,1964,Unprovoked,AUSTRALIA,Surfing,MALE,Left thigh lacerated,NO
3689,1964,Sea Disaster,PAPUA NEW GUINEA,"Canoe capsized with 10 occupants, 8 survived,  Hamilton swam off to seek help",MALE,Presumed FATAL,YES
3690,1964,Unprovoked,USA,Skin diving ,MALE,"Minor injury, abdomen abraded when he collided with the shark",NO
3691,1964,Unprovoked,SENEGAL,Free diving for shell,MALE,Thigh & hand bitten,NO
3692,1964,Provoked,FIJI,Fishing,UNKNOWN,Hooked shark bit boat PROVOKED INCIDENT,NO
3693,1964,Unprovoked,NEW CALEDONIA,Diving for trochus shell,MALE,"FATAL, foot & part of other leg severed  ",YES
3694,1964,Unprovoked,FIJI,Spearfishing,MALE,"FATAL, thigh and abdomen bitten ",YES
3695,1964,Unprovoked,NEW ZEALAND,preparing to go skin diving,MALE,Hand lacerated,NO
3696,1964,Unprovoked,NEW ZEALAND,Spearfishing,MALE,"No injury to diver, shark bit speargun",NO
3697,1964,Unprovoked,SOUTH AFRICA,Body boarding,MALE,Right ankle lacerated,NO
3698,1964,Unprovoked,NEW ZEALAND,Lying in 2 feet of water,MALE,Right leg & shoulder lacerated,NO
3699,1964,Unprovoked,NEW ZEALAND,Swimming,MALE,"FATAL, both legs bitten & right leg severed at knee ",YES
3700,1964,Invalid,AUSTRALIA,Swimming,MALE,Body not recovered  / May have drowned prior to shark involvement,UNKNOWN
